Compound ID,Formula,Molecular Weight,Smile,IC50,unit,note,src table
Z293372578,C11H10FNO3,223.200,COC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,7
Z2957494643,C15H13F3N4O2,338.284,CN1C(=O)CC(C(=O)NC2=CC(=NN2)C(F)(F)F)C=3C=CC=CC13,,,,7
Z364349428,C16H17FN2O4,320.315,OC(=O)C1(CCCC1)NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z372503616,C13H11FN4O2,274.250,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=NNC3,,,,7
Z373772312,C14H13FN4O2,288.277,CN1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C=N1,,,,7
Z381587392,C17H16FN3O3,329.325,CCOC=1N=CC=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z393665558,C23H23FN4O2,406.452,CC(C)(C)C=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C=4C=CC(F)=CC4,6,uM,,7
Z396116812,C14H14N4O2,270.286,CN1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)C=N1,,,,7
Z437342772,C16H14FN3O3,315.299,COC=1N=CC=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z437599398,C17H14F2N2O3,332.301,COC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1F,,,,7
Z437611906,C19H19FN2O3,342.364,CC(C)OC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,7
Z4499936355,C19H16FN3O3,353.347,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=C4C(=O)NCCC34,,,,7
Z4499936440,C21H19FN2O4,382.384,CC1(C)CC(=O)C=2C=CC=C(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)C2O1,,,,7
Z452122816,C23H20FN3O2,389.422,CN(C=1C=CC=CC1)C=2C=CC=CC2NC(=O)C3CC(=O)NC=4C=C(F)C=CC34,,,,7
Z453645390,C16H16FN3O2S,333.380,CCC=1N=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)SC1C,,,,7
Z477222716,C11H11FN2O4S,286.279,CS(=O)(=O)NC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,7
Z48978548,C17H18N2O3,298.336,CCOC=1C=CC=C(C2NC(=O)C=3C=CC=CC3N2)C1OC,,,,7
Z56785831,C17H12ClN5O2S,385.827,CSC=1N=CC(Cl)=C(N1)C(=O)C(C#N)C2=NC=3C=CC(C)=CC3C(=O)N2,,,,7
Z637450322,C20H20ClN3O2,369.844,CC(=CC1C(C(=O)C(C#N)C2=NC=3C=C(Cl)C=CC3C(=O)N2)C1(C)C)C,,,,7
Z637450888,C15H12ClN3O2,301.727,CC1CC1C(=O)C(C#N)C2=NC=3C=C(Cl)C=CC3C(=O)N2,,,,7
Z666585560,C14H10N2O3,254.240,O=C(CC1=NC=2C=CC=CC2C(=O)N1)C3=CC=CO3,,,,7
Z666587650,C16H12N2O5,312.276,COC(=O)C=1C=CC=2C(=O)NC(CC(=O)C3=CC=CO3)=NC2C1,,,,7
Z729949268,C19H16ClN3O2,353.802,ClC=1C=CC=2C(=O)NC(=NC2C1)C(C#N)C(=O)C=C(C3CC3)C4CC4,,,,7
Z811062384,C20H21FN2O4,372.390,COCCCOC=1C=CC=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,7
Z812112836,C19H16F4N2O3,396.335,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=C(OCC(F)(F)F)C1,,,,7
Z851921208,C17H16ClN3O2,329.780,CC(CC(=O)C(C#N)C1=NC=2C=C(Cl)C=CC2C(=O)N1)C3CC3,,,,7
Z904792286,C18H12ClN3O3,353.759,ClC=1C=CC=2C(=O)NC(=NC2C1)C(C#N)C(=O)C3CC3C4=CC=CO4,,,,7
Z975682042,C17H18ClN3O2,331.796,CCCC(C)CC(=O)C(C#N)C1=NC=2C=C(Cl)C=CC2C(=O)N1,,,,7
Z1029906384,C20H21FN2O2S,372.456,CC(C)(C)SC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,8
Z1162546314,C19H18FN3O3S,387.427,CN(C)C(=O)SC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,8
Z1188563315,C18H17FN2O2S,344.403,CSC=1C=CC(=CC1)N(C)C(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,8
Z1222617138,C19H18FN3O4,371.362,COC(=O)NCC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,8
Z1634579108,C19H26N2O3,330.421,"COC=1C=CC(=CC1)C2(CCCC2)NC(=O)[C@@H]3C[C@H](C)NC(=O)C3 |&1:16,18,r|",,,,8
Z1634579271,C18H23ClN2O2,334.840,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC(Cl)=CC3 |&1:1,3,r|",,,,8
Z1660043961,C18H21N3O2S,343.443,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC=2SC(C)=NC2C=3C=CC=CC3 |&1:2,4,r|",,,,8
Z1660123267,C18H26N4O3,346.424,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C3=NOC(=N3)C4CC4 |&1:2,4,r|",,,,8
Z1660125399,C17H28N4O2,320.429,"CCCCCN1N=C(C)C=C1NC(=O)[C@@H]2C[C@H](CC)NC(=O)C2 |&1:14,16,r|",,,,8
Z1660147445,C17H23FN2O3,322.374,"CCCOC=1C=C(F)C=CC1NC(=O)[C@@H]2C[C@H](CC)NC(=O)C2 |&1:14,16,r|",,,,8
Z1660155526,C19H25ClN2O2,348.867,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC=C(Cl)C3 |&1:2,4,r|",,,,8
Z1660185523,C19H24F2N2O2,350.402,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC(F)=CC3F |&1:2,4,r|",,,,8
Z1663128463,C19H25FN2O2,332.412,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC(F)=CC3 |&1:2,4,r|",,,,8
Z1663229664,C20H28N2O2,328.448,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC=C(C)C3 |&1:2,4,r|",,,,8
Z1663289818,C17H25N3O2S,335.464,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C3=NC(C)=CS3 |&1:2,4,r|",,,,8
Z1663295193,C19H26N2O2,314.421,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC=CC3 |&1:2,4,r|",,,,8
Z1663381331,C17H21N5O2,327.380,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2=NC(C)=NN2C=3C=CC=CC3 |&1:2,4,r|",,,,8
Z1668681269,C17H19FN4O2,330.356,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2=CC(C)=NN2C=3C=CC(F)=CC3 |&1:1,3,r|",,,,8
Z1668695015,C20H28N2O3,344.447,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC(OC)=CC3 |&1:2,4,r|",,,,8
Z1668720382,C18H19F3N4O2,380.364,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2=CC(C)=NN2C=3C=CC=C(C3)C(F)(F)F |&1:1,3,r|",,,,8
Z1668777387,C18H23BrN2O2,379.291,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC(Br)=CC3 |&1:1,3,r|",,,,8
Z1669402299,C19H28N2O5,364.436,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC(C)C=2C=CC(OCCO)=C(OC)C2 |&1:2,4,r|",,,,8
Z1669532260,C22H32N2O2,356.501,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC(=CC3)C(C)(C)C |&1:1,3,r|",,,,8
Z1669600339,C18H22F2N2O2,336.376,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCCC2)C=3C=CC(F)=CC3F |&1:1,3,r|",,,,8
Z1669616145,C17H20F2N2O2,322.349,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CCC2)C=3C=CC(F)=CC3F |&1:1,3,r|",,,,8
Z1669837358,C17H20N4O2,312.366,"C[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2=CN(C)N=C2C=3C=CC=CC3 |&1:1,3,r|",,,,8
Z1928357021,C20H20Cl2N2O2,391.291,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC=2C=CC(Cl)=CC2C=3C=CC=C(Cl)C3 |&1:2,4,r|",,,,8
Z1974833247,C19H19FN2O2S,358.429,CSC=1C=CC(CCNC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,8
Z2088975402,C18H21F3N2O2,354.366,"FC(F)(F)C=1C=CC=C(C1)[C@@H]2CCC[C@H]2NC(=O)C3CCNC(=O)C3 |&1:10,14,r|",,,,8
Z222977344,C16H13BrN2O2,345.190,BrC=1C=CC(NC(=O)C2CC(=O)NC=3C=CC=CC23)=CC1,2,uM,,8
Z222977560,C16H13FN2O2,284.285,FC=1C=CC(NC(=O)C2CC(=O)NC=3C=CC=CC23)=CC1,,,,8
Z222977740,C17H16N2O2,280.321,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=CC=CC23)=CC1,,,,8
Z222977812,C16H13FN2O2,284.285,FC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)C1,,,,8
Z222977884,C17H16N2O2S,312.386,CSC=1C=CC=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)C1,,,,8
Z222978028,C16H13ClN2O2,300.739,ClC=1C=CC(NC(=O)C2CC(=O)NC=3C=CC=CC23)=CC1,5.8,uM,,8
Z222979552,C16H13IN2O2,392.191,IC=1C=CC(NC(=O)C2CC(=O)NC=3C=CC=CC23)=CC1,1,uM,2.5 A X-ray structure,8
Z223437774,C10H8FNO3,209.173,OC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,8
Z224438922,C13H15FN2O2,250.268,CC(C)NC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,8
Z224478440,C16H19FN2O2,290.332,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC3CCCCC3,,,,8
Z224558610,C17H14ClFN2O3,348.756,COC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1Cl,,,,8
Z225373390,C16H13FN2O3,300.284,OC=1C=CC=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,8
Z225719136,C18H14FN3O2S,355.386,CC1=NC=2C=CC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=CC2S1,,,,8
Z228166018,C17H16N2O2S,312.386,CSC=1C=CC(NC(=O)C2CC(=O)NC=3C=CC=CC23)=CC1,1.6,uM,,8
Z2282698567,C18H21F3N2O3,370.366,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CC2)C=3C=CC(OC(F)(F)F)=CC3 |&1:2,4,r|",,,,8
Z228685660,C17H14FN3O4,343.309,CC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1[N+](=O)[O-],,,,8
Z228700128,C17H12F4N2O2,352.282,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=C(C3)C(F)(F)F,,,,8
Z228716532,C16H12F2N2O2,302.275,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=CC3F,,,,8
Z228757298,C19H17FN2O4,356.347,CCOC(=O)C=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,8
Z228835944,C18H18FN3O4S,391.416,CN(C)S(=O)(=O)C=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,8
Z228961780,C17H13FN4O3,340.308,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC=4NC(=O)NC4C3,,,,8
Z229568080,C17H11BrF4N2O2,431.179,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(Br)=C(C3)C(F)(F)F,,,,8
Z229615860,C10H9FN2O2,208.189,NC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,8
Z230000406,C21H23FN2O2,354.417,CCCCCC=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,8
Z230267950,C18H14FN3O2,323.321,FC=1C=CC=2C(CC(=O)NC2C1)C(=O)NC=3C=CC(CC#N)=CC3,,,,8
Z230400256,C19H18FN3O3,355.362,CCNC(=O)C=1C=CC=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)C1,,,,8
Z230601872,C17H15FN2O4S,362.375,CS(=O)(=O)C=1C=CC(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,8
Z243218878,C17H15FN2O2S,330.376,CSC=1C=CC=CC1NC(=O)C2CC(=O)NC=3C=C(F)C=CC23,,,,8
Z245658026,C20H17FN4O2,364.372,CC=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C=4C=CC(F)=CC4,,,,8
Z245870068,C20H17ClN4O2,380.827,CC=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C=4C=CC(Cl)=CC4,,,,8
Z2498421855,C16H22N6O2,330.384,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2=CN(C)N=C2C=3C=NN(C)C3 |&1:2,4,r|",,,,8
Z252388568,C12H13FN2O2,236.242,CCNC(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,8
Z254581554,C12H13FN2O2,236.242,CN(C)C(=O)C1CC(=O)NC=2C=C(F)C=CC12,,,,8
Z280462202,C20H16ClFN4O2,398.818,CC=1C=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)N(N1)C=4C=CC(Cl)=CC4,,,,8
Z3241540971,C10H12ClFN2O,230.666,Cl.NCC1CC(=O)NC=2C=C(F)C=CC12,,,,8
Z3243414379,C10H10FNO2,195.190,OCC1CC(=O)NC=2C=C(F)C=CC12,,,,8
Z3296616899,C19H21N3O2S,355.453,CC(C)(C)SC=1C=CC(NC(=O)C2CC(=O)NC=3N=CC=CC23)=CC1,,,,8
Z393207340,C20H17BrN4O2,425.278,CC=1C=C(NC(=O)C2CC(=O)NC=3C=CC=CC23)N(N1)C=4C=CC=C(Br)C4,,,,8
Z4447089360,C18H21F3N2O2,354.366,FC(F)(F)C=1C=CC(=CC1)C2(CCCC2)NC(=O)C3CCNC(=O)C3,,,,8
Z4447089363,C18H25FN4O2,348.415,FC=1C=NC=C(CNCC2(CCCC2)NC(=O)C3CCNC(=O)C3)C1,,,,8
Z4447089365,C16H17BrN4O2,377.235,CC=1C=C(NC(=O)C2CCNC(=O)C2)N(N1)C=3C=CC=C(Br)C3,,,,8
Z4447089368,C17H22N4O4,346.380,CN1C(=O)N(C)C=2C=C(NC(=O)CCC3(C)CCC(=O)N3)C(O)=CC12,,,,8
Z4447089379,C20H29N3O2,343.463,CC=1C=CC=CC1CNCC2(CCCC2)NC(=O)C3CCNC(=O)C3,,,,8
Z4447089384,C16H22N4O3,318.370,NCC=1C=CC2=NC(=CN2C1)C(=O)N3CC(CO)C(CCO)C3,,,,8
Z4447089385,C16H13BrN2O3,361.190,OC=1C=CC=CC1NC(=O)C2CC(=O)NC=3C=CC(Br)=CC23,,,,8
Z4447089389,C15H16F3NO3,315.287,CC1CN(CCC1=O)C(=O)C(O)C=2C=CC=C(C2)C(F)(F)F,,,,8
Z4447089390,C17H17F3N4O2,366.337,CC=1C=C(NC(=O)C2CCNC(=O)C2)N(N1)C=3C=CC=C(C3)C(F)(F)F,,,,8
Z4447089391,C19H20FN3O3,357.378,CN(CC1=CC=CC(=O)N1)C(=O)C2CCC(=O)N(C2)C=3C=CC=C(F)C3,,,,8
Z4447089392,C15H20N6O2S,348.423,CC(C)(CO)C(NCC1=CC(=O)N2N=C(N)NC2=N1)C3=CC=CS3,,,,8
Z4447089395,C16H17FN4O2,316.330,CC=1C=C(NC(=O)C2CCNC(=O)C2)N(N1)C=3C=CC(F)=CC3,,,,8
Z4447089400,C20H18ClNO3,355.814,ClC=1C=CC=C(C1)C2(CCC2)NC(=O)CC3OC(=O)C=4C=CC=CC34,,,,8
Z4447089404,C16H15F3N2O3,340.297,CC(O)(C(=O)NCC1=CC=CC(=O)N1)C=2C=CC=C(C2)C(F)(F)F,,,,8
Z4447089406,C18H23ClN6O,374.867,CC(C)CCC(NCC1=CC(=O)N2N=C(N)NC2=N1)C=3C=CC(Cl)=CC3,,,,8
Z4447089414,C17H19F3N2O2,340.340,FC(F)(F)C=1C=CC(=CC1)C2(CCC2)NC(=O)C3CCNC(=O)C3,,,,8
Z4447089417,C18H18F3NO3,353.335,CC(O)(C(=O)NCC=1C=CC(CO)=CC1)C=2C=CC=C(C2)C(F)(F)F,,,,8
Z4447089423,C20H27N3O2,341.447,O=C(NC1(CNCC2CC2)CCCC1)C3CC(=O)NC=4C=CC=CC34,,,,8
Z4447089425,C17H17N3O3,311.335,O=C(CC1CC(=O)NC=2C=CC=CC12)NCC3=CC(=O)C=CN3,,,,8
Z4447089426,C17H22N2O2,286.368,O=C(NC1(CCCC1)C=2C=CC=CC2)C3CCNC(=O)C3,,,,8
Z4447089427,C18H20FN3O2,329.368,CN(CC1=CC=CN1)C(=O)C2CCC(=O)N(C2)C=3C=CC=C(F)C3,,,,8
Z4447089428,C20H26BrN3O2,420.343,BrC=1C=CC(=CC1)C2(CCCC2)NC(=O)NC3CCC(=O)NC43CCC4,,,,8
Z4447089431,C17H21F3N2O3,358.355,CCCN1CC(CNC(=O)C(O)C=2C=CC=C(C2)C(F)(F)F)CC1=O,,,,8
Z4447089435,C17H22N6O2,342.395,CC(C)C(NCC1=CC(=O)N2N=C(N)NC2=N1)C(O)C=3C=CC=CC3,,,,8
Z4447089437,C18H24N2O3,316.394,COC=1C=CC(=CC1)C2(CCCC2)NC(=O)C3CCNC(=O)C3,,,,8
Z4447089440,C17H23N3O3S,349.447,CSCC(=O)N1CC2CCC(NC(=O)C3=CC=CC(=O)N3C)C2C1,,,,8
Z4447089441,C21H22N2O2,334.411,CN1CC(C(=O)NC2(CCC2)C=3C=CC=CC3)C=4C=CC=CC4C1=O,,,,8
Z4447089461,C14H16F2N4O4,342.298,CN1C(=O)N(C)C=2C=C(NC(=O)C(=O)NCC(O)C(F)F)C=CC12,,,,8
Z4760558505,C22H24N2O2,348.438,O=C(NC1CCCC1CC=2C=CC=CC2)C3CC(=O)NC=4C=CC=CC34,,,,8
Z4760558772,C18H24N4O3,344.408,CC1CN(CC1NCC=2C=CC(CO)=CC2)C(=O)C3=CNC(=O)N3C,,,,8
Z4760562762,C15H24N4O4,324.375,"CC[C@@H]1C[C@@H](CC(=O)N1)C(=O)NC2(CNC(=O)C(=O)N)CCC2 |&1:2,4,r|",,,,8
Z809703260,C18H17FN2O2S,344.403,CSC=1C=CC(CNC(=O)C2CC(=O)NC=3C=C(F)C=CC23)=CC1,,,,8
Z972389034,C22H23FN4O3,410.441,NC(=O)C1CCN(CC1)C=2C=CC(NC(=O)C3CC(=O)NC=4C=C(F)C=CC34)=CC2,,,,8
ZINC000186155122,C20H21ClN2O2,356.845,ClC=1C=CC=C(C1)C2(CCCC2)NC(=O)C=3C=C(NC(=O)C3)C4CC4,,,,8
ZINC000271074737,C18H19N5O3,353.375,O=C(N[C@H]1CCC(=O)NC1=O)NC2=CC(=NN2C=3C=CC=CC3)C4CC4,,,,8
ZINC000613095240,C16H17F2N3O3,337.321,FC=1C=CC(=C(F)C1)C2(CCCC2)NC(=O)[C@@H]3CC(=O)NC(=O)N3,,,,8
ZINC000621286015,C18H18F6N6O4,496.363,CC(C)(NCC1=CC(=O)N2N=C(N)NC2=N1)C=3C=CC(OC(F)(F)F)=CC3.OC(=O)C(F)(F)F,,,,8
ZINC000637523664,C18H18F3N3O2,365.349,FC(F)(F)C=1C=CC=C(C1)C2(CCC2)NC(=O)NCC3=CC=CNC3=O,,,,8
ZINC001119983313,C19H20N4O3,352.387,CN(CC1=CC=CC(=O)N1)C(=O)C2=NN(C(=O)CC2)C=3C=CC=C(C)C3,,,,8
ZINC001141698786,C18H17N5O3,351.359,CC=1C=CC2=NC(=CN2C1)C(=O)NC=3C=C4N(C)C(=O)N(C)C4=CC3O,,,,8
ZINC001414444368,C17H18N4O3,326.349,CN(CC1=CC=CC(=O)N1)C(=O)NC=2C=CC=3N(C)C(=O)CC3C2,,,,8
ZINC001466833932,C19H19F3N2O2,364.361,CC=1C=C(C=C(O)N1)C(=O)NC2(CCCC2)C=3C=CC(=CC3)C(F)(F)F,,,,8
ZINC001472039661,C18H18N4O3,338.360,CN(CC1=CC=CC(=O)N1)C(=O)C2=NN(C(=O)CC2)C=3C=CC=CC3,,,,8
ZINC001545432940,C18H19ClN2O2,330.808,CC=1C=C(C=C(O)N1)C(=O)NC2(CCCC2)C=3C=CC=C(Cl)C3,,,,8
ZINC001653678819,C14H14F2N6O,320.297,NC1=NN2C(=O)C=C(CN[C@H](C(F)F)C=3C=CC=CC3)N=C2N1,,,,8
ZINC001684877584,C17H19F3N2O3,356.339,FC(F)(F)C=1C=CC(=CC1)C2(CCCC2)NC(=O)N[C@@H]3COC(=O)C3,,,,8
