Compound ID,Formula,Molecular Weight,Smile,IC50,unit,note,src table
Z1544579979,C23H24FN5OS,437.532,CC1=NNC(C)=C1C2CCCN2C(=O)C3=CC=4C(C)=NN(CC=5C=CC(F)=CC5)C4S3,,,,2
Z1546683240,C25H29N7O,443.544,CC1CN(CC(C)O1)C=2N=C3C=CC=CC3=NC2N4CCCC(C4)C5=NN=C6C=CC=CN56,,,,2
Z1546922575,C20H26N6O2,382.459,CN1CCN(CC1)C=2N=C3C=CC=CC3=NC2N4CCN5C(CCOC5=O)C4,,,,2
Z1547428813,C23H28ClN3O4,445.939,ClC=1C=CC=C(C1)C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)N4CCN5C(CCOC5=O)C4,,,,2
Z1554565144,C23H30N6O3,438.522,COC=1C=CC(=CC1NC(=O)N2CCCC(C2)C3=NNC(=N3)C4CC4)C(=O)N5CCCC5,,,,2
Z1587197720,C20H25ClN8O2,444.917,CC1=NOC(=N1)C2CCCN(C2)C=3N=CC(Cl)=C(N3)N4CCCC(C4)C5=NC(C)=NO5,,,,2
Z1610700090,C22H25FN2O4S,432.508,CC1CC=2C=CC=CC2N1S(=O)(=O)C=3C=CC(F)=C(C3)C(=O)N4C[C@H](C)O[C@H](C)C4,,,,2
Z1614242486,C25H31N5O2,433.545,CC(N1C(=C)C=2C=CC=CC2C1=O)C(=O)N3CCCC(C3)C4=NNC(=N4)C5CCCCC5,,,,2
Z1620486757,C19H16F2N4O3,386.352,FC=1C=CC(=CC1)C=2C=C(F)C=CC2NC(=O)N3CCN4C(C3)C(=O)NC4=O,,,,2
Z1623727858,C24H32N4O3,424.535,CC=1C=CC=2NC=3CCC(CC3C2C1)NC(=O)N4CCCC(C4)C(=O)N5CCOCC5,,,,2
Z1637988497,C23H19FN8O,442.448,FC=1C=CC=C(C1C#N)N2C=CC(NC(=O)N3CCCC3C4=NC(=NN4)C=5C=CC=CC5)=N2,,,,2
Z1681670697,C26H38N4O2,438.605,CN1CCCC21CCN(CC2)C(=O)C=3C=CC=C(C3)C(=O)N4CCC5(CCCN5C)CC4,,,,2
Z1692085259,C23H27N5O4,437.491,CC1OC=2C=CC(=CC2NC1=O)C(=O)C3CCN(CC3)C(=O)NC=4C=CC=C(N4)N(C)C,,,,2
Z1699266492,C25H33N7O,447.575,CC(C)C=1C=CN=C(N1)N2CCN(CC2)C=3N=C4C=CC=CC4=NC3N5CC(C)OC(C)C5,,,,2
Z1709048251,C23H25F2N3O3,429.459,COC(C)C(=O)NC=1C=CC=C(NC(=O)N2CCC(=CC=3C=CC(F)=C(F)C3)CC2)C1,,,,2
Z1720366238,C20H22N6O4,410.426,O=C(C1CCCN(C1)C(=O)C=2C=CC=3NN=CC3C2)N4CCOC(C4)C=5N=CON5,,,,2
Z1723430901,C27H26N6O4,498.533,CC1CC(=O)NC=2C=CC=CC2N1C(=O)CN(C)C(=O)C=3C=CC=C(C3)C=4C=NC=5NC(=O)N(C)C5C4,,,,2
Z1723431166,C24H27N5O4,449.502,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)N4CCCC(C4)C(=O)N5CCOCC5,,,,2
Z1723435442,C23H21ClN6O2,448.904,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)N4CCN(CC4)C=5C=CC(Cl)=CN5,,,,2
Z1723438634,C28H30N6O3,498.576,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)NCC=4C=CC=C(CN5CCCC(C5)C(=O)N)C4,,,,2
Z1723440603,C25H22ClN5O3,475.926,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)NC4CCCN(C4=O)C=5C=CC=CC5Cl,,,,2
Z1723441508,C26H25N5O4,471.507,CCC1OC=2C=C(C=CC2NC1=O)C(C)NC(=O)C=3C=CC=C(C3)C=4C=NC=5NC(=O)N(C)C5C4,,,,2
Z1723442113,C22H22N6O4,434.447,CCN1C(=O)C2CN(CCN2C1=O)C(=O)C=3C=CC=C(C3)C=4C=NC=5NC(=O)N(C)C5C4,,,,2
Z1723443304,C22H24N4O3,392.450,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)N4CC5CCCC(C4)C5O,,,,2
Z1723445536,C25H21F3N4O3,482.454,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)N4CCOC(C4)C=5C=CC(=CC5)C(F)(F)F,,,,2
Z1729741656,C24H29FN4O3,440.510,CC=1N=C2N(C)NC(=O)C2=C(C)C1CCC(=O)N3CCC(O)(CC=4C=CC(F)=CC4)CC3,,,,2
Z1732199383,C23H24FN5O2,421.467,CN1C(=O)C=2C=CC=CC2N3C(CN4CCC(O)(CC=5C=CC(F)=CC5)CC4)=NN=C13,,,,2
Z1742715429,C24H26F2N4O2,440.485,FC=1C=CC=C(F)C1CN2CCCC(C2)NC(=O)N3CCC4(C3)C(=O)NC=5C=CC=CC54,,,,2
Z1750787717,C24H28N4O3,420.504,C[C@H]1CN(C[C@@H](C)O1)C=2C=CC=CC2NC(=O)N3CCC4(C3)C(=O)NC=5C=CC=CC54,,,,2
Z1765931168,C25H19F2N3O3,447.433,CC1CC(NC(=O)C=2C=C(F)C=C3C(=O)C=4C=C(F)C=CC4NC23)C(=O)N1C=5C=CC=CC5,,,,2
Z1766158035,C25H20F2N2O3,434.434,CC(NC(=O)C=1C=C(F)C=C2C(=O)C=3C=C(F)C=CC3NC12)C4OC=5C=CC=CC5C4C,,,,2
Z1766320930,C24H24F2N2O3,426.455,FC=1C=CC=2NC=3C(=CC(F)=CC3C(=O)C2C1)C(=O)N4CCOC5(C4)CCCCCC5,,,,2
Z1767871921,C20H19ClN4O4,414.842,CC1COC(CN1C(=O)C=2C=NC=3N(C)C(=O)NC(=O)C3C2)C=4C=CC=C(Cl)C4,,,,2
Z1769443457,C21H25N5O5,427.453,O=C(C1CN(CC2=NC=3C=CC=CC3C(=O)N2)CCO1)N4CCC5(CNC(=O)O5)CC4,,,,2
Z1815751716,C25H31N5O3,449.545,CC1CC(C)CN(C1)C(=O)C=2C=CC(C)=C(NC(=O)C=3C=C(C=CN3)N4CCNC(=O)C4)C2,,,,2
Z1827476749,C16H17N7O3S,387.416,CC1(NC(=O)NC1=O)C=2C=CC(=CC2)C(=O)N3CCSCC3C4=NN=NN4,,,,2
Z1833792135,C26H21N3O4,439.462,O=C(NCC=1C=CN=C(NC(=O)C2CC(=O)C=3C=CC=CC23)C1)C4CC(=O)C=5C=CC=CC45,,,,2
Z1842174805,C22H23F3N4O2,432.438,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)N4CCC(C(F)(F)F)C(C)(C)C4,,,,2
Z1842478405,C20H22N8O2,406.441,CC1N(CCN2C=NN=C12)C(=O)C=3C=CC=C(C3)C(=O)N4CCN5C=NN=C5C4C,,,,2
Z1870844731,C20H17FN4O3,380.372,FC=1C=CC=C2C1N(CC32CCCC3)C(=O)C=4C=NC=5NC(=O)NC(=O)C5C4,,,,2
Z1893144868,C21H23F3N4O2,420.428,CC1CN(CCN1C(=O)C2CCC(NC2=O)C(F)(F)F)C=3C=CC=C4C=NC=CC34,,,,2
Z1900805090,C21H21FN2O3,368.401,CN1CC(C(=O)NC2CCCOC=3C(F)=CC=CC23)C=4C=CC=CC4C1=O,,,,2
Z1907556696,C23H27N5O4,437.491,CC=1C=CC(NC(=O)CC=2C(C)=NC=3NN(C)C(=O)C3C2C)=CC1C(=O)N4CCOCC4,,,,2
Z1930110140,C26H28N2O5,448.510,CC(N1CC(C)OC2(CCOCC2)C1)C(=O)NC=3C=CC=C4C(=O)C=5C=CC=CC5C(=O)C34,,,,2
Z1961697458,C24H28FN3O3,425.495,CC1(CCN(C1)C(=O)NCC=2C=CC=C(C2)C(=O)N3CCOCC3)C=4C=CC(F)=CC4,,,,2
Z1961776333,C24H26N2O5,422.473,CC=1C=CC=2OC(CCC2C1)C(=O)N3CC(OC=4C=CC=CC34)C(=O)N5CCOCC5,,,,2
Z1964890237,C21H25N3O5,399.440,CNC(=O)CC(NC(=O)CCN1C(=O)C2C3CCC(O3)C2C1=O)C=4C=CC=CC4,,,,2
Z1972229017,C25H22N2O6,446.451,CC1OC=2C=CC(=CC2NC1=O)C(=O)C3CCN(CC3)C(=O)C4=CC=5C=CC=CC5C(=O)O4,,,,2
Z2004573046,C27H24N4O2,436.505,CN1C(=O)NC=2N=CC(=CC12)C=3C=CC=C(C3)C(=O)N4C5CCC4C=C(C5)C=6C=CC=CC6,,,,2
Z2066382291,C18H18N6O2,350.374,O=C1NC(NN=C2C=3C=CC=CC3CC42CCOCC4)=NC=5NN=CC15,,,,2
Z2069741041,C25H26N2O5,434.484,CC(N1CCOC2(CCCOC2)C1)C(=O)NC=3C=CC=C4C(=O)C=5C=CC=CC5C(=O)C34,,,,2
Z2073539601,C24H27N7O2,445.516,CC1=C(N=NN1CC=2C=CN=CC2)C(=O)NCC3CN(C4CCN3C4)C(=O)C=5C=CC=CC5,,,,2
Z2089955343,C18H20N4O4,356.375,COC1C2CC3CN(C1C3C2)C(=O)C=4C=C(C)C=5C(=O)NC(O)=NC5N4,,,,2
Z2092823301,C20H29N7O4,431.488,CN(C)C(=O)CN1C2CCC1CC(C2)NC(=O)CCC3=NC=4N(C)C(=O)NC(=O)C4N3,,,,2
Z2099243072,C21H20N6O3,404.421,O=C(N1CC(CC2COCC(=O)N2)C=3C=CC=CC13)C=4C=CC=C(C4)N5C=NN=N5,,,,2
Z2099243156,C26H27N3O4,445.510,CC(=O)N1C=CC=2C=CC=CC2C1CC(=O)N3CC(CC4COCC(=O)N4)C=5C=CC=CC35,,,,2
Z2099243640,C23H24N4O3,404.461,CC1=NC=2C=CC(=CC2N1C)C(=O)N3CC(CC4COCC(=O)N4)C=5C=CC=CC35,,,,2
Z2099249646,C24H25N3O5,435.472,CC(=O)N1CC(OC=2C=CC=CC12)C(=O)N3CC(CC4COCC(=O)N4)C=5C=CC=CC35,,,,2
Z2108976614,C25H27N5O3,445.513,CC=1C=NN(C1)C=2C=CC(=CC2NC(=O)N3CC(C4COCCC43)C=5C=CC=CC5)C(=O)N,,,,2
Z2113706076,C24H27N3O4,421.488,CC=1C=CC=2C(COC2C1C)NC(=O)N3CC(CC4COCC(=O)N4)C=5C=CC=CC35,,,,2
Z2115459438,C22H26N6O4,438.479,CN1C=C(C=N1)N2CCC(NC(=O)N3CC(CC4COCC(=O)N4)C=5C=CC=CC35)C2=O,,,,2
Z2118475584,C25H30N4O3,434.530,"CN1CC[C@@H](NC(=O)N2CC(CC3COCC(=O)N3)C=4C=CC=CC24)[C@@H]1C=5C=CC=CC5 |&1:4,25,r|",,,,2
Z2118507915,C25H28N4O3,432.514,CC(CNC(=O)N1CC(C2COCCC21)C=3C=CC=CC3)C4=NC(=NO4)C=5C=CC=CC5,,,,2
Z2160449149,C21H18N6O4,418.405,CN1C(=O)NC(=O)C=2C=C(C=NC12)C3=NC(=NO3)C4(CCC4)NC(=O)C=5C=CC=CC5,,,,2
Z2198323213,C23H22N6O4,446.458,CC1=CC(=CC(=C1)C(=O)N2CCC3=NNC(=O)C=C3C2)C(=O)N4CCC5=NNC(=O)C=C5C4,,,,2
Z2224216697,C21H22N6O4,422.437,CN1C=C(C=N1)C2=NC(=NO2)C3COCCN3C(=O)C=4C=CC5=C(NC(=O)C5(C)C)C4,,,,2
Z2233470660,C24H27N5O2,417.503,"CC1NC(=NN(C1=O)C=2C=CC=CC2)C(=O)N3[C@@H]4CCN(C)C[C@@H]4C=5C=C(C)C=CC35 |&1:17,23,r|",,,,2
Z229558730,C27H24N4O5,484.503,CC1=NOC=2N=C(C=C(C(=O)N3CC(OC=4C=CC=CC34)C(=O)N5CCOCC5)C12)C=6C=CC=CC6,,,,2
Z230160472,C23H27N7O3S,481.570,CC=1C=C(C)N=C(NNC(=O)C=2C=CC=C(NC(=O)CC3SC(=NC3=O)N4CCCCC4)C2)N1,,,,2
Z2407570072,C23H22N2O4,390.431,CC=1C=CC=C2C(=COC12)C(=O)N3CC(CC4COCC(=O)N4)C=5C=CC=CC35,,,,2
Z2524120027,C24H26N4O4S,466.552,O=C1NC(=O)C=2C=C(C=CC2N1)S(=O)(=O)N3CC4CCC3C5CN(CC=6C=CC=CC6)CC54,,,,2
Z2524830338,C27H36N4O4,480.599,CC(O)(CN1C(=O)NC2(CCCC2)C1=O)C(=O)N3CC4CCC3C5CN(CC=6C=CC=CC6)CC54,,,,2
Z2651919657,C27H25N3O4,455.505,O[C@@H]1C[C@H]2CN(CC=3C=CC=NC3N2C1)C(=O)C=4C=CC=5C(=O)OC(CC5C4)C=6C=CC=CC6,,,,2
Z2718648631,C22H21N3O4,391.419,CC1=NOC=2N=C(C)C=C(C(=O)N3CCCC4(C3)CC(=O)C=5C=CC=CC5O4)C12,,,,2
Z2826479317,C22H30N6O,394.513,CC=1C=CC=C2NC(CC21)C(=O)N3CCCC(C3)C=4C=C(NN4)N5CCNCC5,,,,2
Z2883693690,C22H20N4O3,388.419,CC1=NC=2C=C(C=CC2C(=O)N1)C(=O)N3CC4(C3)CC(=O)N4CC=5C=CC=CC5,,,,2
Z2990470738,C17H18F2N6O3,392.360,FC1(F)OC=2C=CC=C(CN3N=NN=C3N4CCC5NC(=O)CCC5C4)C2O1,,,,2
Z3095929244,C19H25N7O2,383.447,CC1CN(CC2(CCCOC2)O1)C3=NN=C(C=4C=C(C)N=C5NC=NC45)N3C,,,,2
Z3136585963,C20H21N5O3,379.412,O=C(N1CC(CC2COCCN2)C=3C=CC=CC13)C=4C=CC5=NNC(=O)N5C4,,,,2
Z3170601545,C18H21N7O2,367.405,"C[C@@H]1CN(C[C@@H](O1)C=2C=CC=CC2)C3=NN=C(C=4C=C(O)N=C(N)N4)N3C |&1:1,5,r|",,,,2
Z3200246412,C21H22N4O3,378.424,CC1=CN2N=C(C=C2C(=O)N1)C(=O)N3CC(C4COCCC43)C=5C=CC=CC5,,,,2
Z356228658,C29H23N3O4,477.510,O=C(NCC=1C=CC=C(NC(=O)C=2C=CC=NC2)C1)C=3C=CC=4C(=O)OC(CC4C3)C=5C=CC=CC5,,,,2
Z506897062,C24H25F3N6O,470.490,FC(F)(F)C=1C=CC(=NC1)N2CCC(CC2)NC(=O)N3CCC(=CC3)C4=CNC=5N=CC=CC45,,,,2
Z573784510,C24H21N5O5S,491.519,CC1=NC=CN1C=2C=CC(NC(=O)C=3C=CC(NS(=O)(=O)C=4C=CC=5OCCOC5C4)=CC3)=CN2,,,,2
Z612309252,C25H27N5O3S,477.578,CC=1C=CC(=CC1)C2(CC3CC4CC(C3)(C2)C(=O)NS(=O)(=O)C=5C=CC=C(C5)N6C=NN=N6)C4,,,,2
Z64302580,C26H22ClN3O3,459.924,ClC=1C=CC=CC1C(CNC(=O)CC2OC=3C=CC=CC3NC2=O)C4=CNC=5C=CC=CC45,,,,2
Z645735236,C27H25F2N3O4,493.501,FC=1C=CC(=CC1)C2CN(CCO2)C(=O)C=3C=NC=C(C3)C(=O)N4CCOC(C4)C=5C=CC(F)=CC5,,,,2
Z737502200,C27H26N2O6,474.505,CC1OC=2C=CC=CC2OC1C(=O)NC=3C=CC=C(C3)N(C)C(=O)C4OC=5C=CC=CC5OC4C,,,,2
Z764481900,C28H32FN3O4,493.569,FC=1C=CC(CC(=O)N2CCCC(C2)C(=O)N3CC(OC=4C=CC=CC34)C(=O)N5CCCCC5)=CC1,,,,2
Z795993688,C27H22N2O6,470.473,O=CN1CCC=2C=C(C=CC12)C(=O)COC(=O)C=3C=CC=C(NC(=O)C4CC=5C=CC=CC5O4)C3,,,,2
Z806431270,C21H26N4O4S,430.520,O=C(C1CN(C2CCS(=O)(=O)C2)C(=O)C1)N3CCC(CC3)C4=CNC=5N=CC=CC45,,,,2
Z808962796,C27H25N5O4,483.518,NC(=O)C=1C=CC(=NC1)N2CCN(CC2)C(=O)CC=3C=CC(NC(=O)C4=CC=5C=CC=CC5O4)=CC3,,,,2
Z815759598,C24H23F2N7O,463.482,CC(N1CCN(CC1)C=2C=CC3=NN=C(C=4C=CC=CC4F)N3N2)C(=O)NC=5C=CC=C(F)C5,,,,2
Z828035068,C25H25N7O4,487.510,CC1=CC(NC(=O)CN2CCN(CC2)C(=O)C=3C=CC=C(NC(=O)C=4C=CC=5NC=NC5C4)C3)=NO1,,,,2
Z829296652,C29H31N3O4,485.574,"C[C@@H]1CN(C[C@@H](O1)C=2C=CC=CC2)C(=O)C=3C=NC=C(C3)C(=O)N4C[C@@H](C)O[C@H](C4)C=5C=CC=CC5 |&1:1,5,&2:25,28,r|",,,,2
Z829297048,C28H30N2O4S,490.613,"C[C@@H]1CN(C[C@@H](O1)C=2C=CC=CC2)C(=O)C3=CC=C(S3)C(=O)N4C[C@@H](C)O[C@H](C4)C=5C=CC=CC5 |&1:1,5,&2:24,27,r|",,,,2
Z851553288,C23H23N7O3,445.473,CC1=NC(=NO1)C=2C=CC=C(NC(=O)N3CCN(CC4=NC=5C=CC=CC5C(=O)N4)CC3)C2,,,,2
Z859396346,C20H18ClN5O4,427.841,ClC=1C=CC(NC(=O)C2CCCN(C2)C(=O)NC=3C=CC=4C(=O)NC(=O)C4C3)=NC1,,,,2
Z913822788,C27H24N4O5,484.503,COC=1C=CC(=CC1NC=C2C(=O)N(C(=O)C=3C=CC=CC23)C=4C=CC=CN4)C(=O)N5CCOCC5,,,,2
Z953335492,C24H26FN5O3S,483.558,CC1CC1C=2C=C(NC(=O)C=3C=CC=C(C3)S(=O)(=O)N4CCN(CC4)C=5C=CC(F)=CC5)NN2,,,,2
Z966808946,C23H27N7O3,449.505,O=C(N1CCCC(CN2CCN(CC2)C=3C=CC=CN3)C1)C=4C=NC=5NC(=O)NC(=O)C5C4,,,,2
Z979978032,C26H26F2N6O2,492.520,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)NC=4C=CC=C(C4)C5=NN=NN5C6CC6)=C(F)C1,,,,2
Z980153844,C24H23F2N3O3,439.454,FC=1C=CC(C(=O)N2[C@@H](C[C@@H]3CCCC[C@@H]32)C(=O)NC=4C=CC=5CNC(=O)C5C4)=C(F)C1,,,,2
Z986400316,C24H29N5O6,483.516,O=C(CN1CCOC(C1)C2=NOC(=N2)C3CC3)N4CCN(CC4)C(=O)C5COC=6C=CC=CC6O5,,,,2
Z991831268,C24H21FN4O5S,496.510,FC=1C=CC(=CC1)C2=NOC(=N2)C3CCCN(C3)C(=O)C=4C=CC=5C(=O)N(C6CC6)S(=O)(=O)C5C4,,,,2
Z992139828,C25H25FN4O3,448.489,"C[C@@H]1C[C@H]1C(=O)NC=2C=CC=C(C2)C(=O)N3CCCC(C3)C4=NC(=NO4)C=5C=CC=C(F)C5 |&1:1,3,r|",,,,2
Z996744982,C31H35N3O3,497.627,COC=1C=CC(=CC1)C2(CC3CC4CC(C3)(C2)C(=O)N5CCN(CC5)C(=O)C6=CC=7C=CC=CC7N6)C4,,,,2
PV-001810156330,C22H17F3N6O2,454.404,CC1=NC(=NN1)C=2C=C(NC(=O)C3CN(C(=O)C3)C=4C=CC(C#N)=CC4)C=C(C2)C(F)(F)F,,,,3
PV-001813789201,C19H11Cl2N5O2,412.228,CC=1ON=C(C1C(=O)NC2=NC=3C=C(C#N)C=CC3N2)C=4C=CC(Cl)=C(Cl)C4,,,,3
PV-001831346299,C26H21FN4O3,456.468,CC=1C=C(F)C=CC1N(CC=2C=CC=C(C#N)C2)C(=O)C=3C=CC(=CC3)C4(C)NC(=O)NC4=O,,,,3
PV-001857908592,C25H29N7O,443.544,CC(C)C1=NC(CC2CCN(CC2)C(=O)C=3C=CC=C(CNC=4N=CC=CC4C#N)C3)=NN1,,,,3
PV-001932290944,C20H22F3N5O2S,453.481,FC(F)(F)C=1C=CC(=CC1C#N)S(=O)(=O)N2CCCC(C2)C3=NN=C4CCCCCN34,,,,3
PV-001953066105,C23H23N7O3,445.473,CC1CN(CCN1C(=O)NCC=2C=CC=C(NC(=O)C3=CC=CO3)C2)C=4N=CC=NC4C#N,,,,3
PV-002007149571,C21H23F2N7O,427.450,CC(C)NC(=O)C1=NN=C(N2CCC(F)(C2)C#N)N1CCC3=CNC=4C=CC(F)=CC34,,,,3
PV-002011590852,C24H28N8O2,460.531,CC(C)C(=O)NCCCN1C(=NN=C1C=2C=CC=C(C)N2)N3CCC=4NC(=O)C(C#N)=CC4C3,,,,3
PV-002011596725,C23H26N6O2S,450.556,CC=1C=CC=C(N1)C2=NN=C(N3CCCC(C)(C3)C#N)N2CC=4C=CC(=CC4)S(=O)(=O)C,,,,3
PV-002045517326,C19H24F4N6O,428.427,FC(F)(F)C1CCC(CN2C(=NN=C2N3CCC(F)(C3)C#N)C4CCC(=O)N4)CC1,,,,3
PV-002045526162,C22H20F3N7O2,471.435,NC(=O)C1CCN(C1)C2=NN=C(C=3C=CC=C(C#N)C3)N2CC=4C=CC(OCC(F)(F)F)=NC4,,,,3
PV-002045574030,C22H26ClN7O4,487.939,ClC=1C=CC(CNC(=O)C2=NN=C(N3CCOC(C3)C#N)N2CCC(=O)N4CCOCC4)=CC1,,,,3
Z1000079638,C28H27N7O2,493.559,O=C(C1CCCN(C1)C(=O)C=2C=CC=3NN=CC3C2)N4CCN(CC4)C=5C(C#N)=CN=C6C=CC=CC56,,,,3
Z1096827909,C28H24FN5O3,497.520,FC=1C=C(NC(=O)C2CCCN(C2)C(=O)C=3C=CC=4NN=CC4C3)C=CC1OCC=5C=CC=C(C#N)C5,,,,3
Z1173906513,C25H26N6O2,442.512,O=C(N1CCCC(C1)C2=NN=C3CCCCCN23)C=4C=CC(OC=5C=CC(C#N)=CN5)=CC4,,,,3
Z1181615474,C24H21N3O3S,431.506,CC=1C=CC(=CC1)C2=CSC(=N2)C(C#N)C(=O)C3=CC=4C(=O)CC(C)(C)CC4NC3=O,,,,3
Z1211400230,C23H15ClN4O2S,446.908,NC(=O)C(SC1=NC=2C=CC=CC2C(=O)N1C=3C=CC=C(Cl)C3)C=4C=CC(C#N)=CC4,,,,3
Z1239838581,C25H22N6O,422.481,O=C(N1CCCC(C1)C2=NN=C3C=CC=CN23)C=4C=CC=C(NC=5C=CC(C#N)=CC5)C4,,,,3
Z1348029975,C27H23N5O2,449.503,CC=1NC(=O)C(=CC1C=2C=CC=CC2)C(=O)N3CCN(CC3)C=4C(C#N)=CN=C5C=CC=CC45,,,,3
Z1401044561,C21H21FN8O2,436.442,CC(NC(=O)N1CCN(CC1C)C=2N=CC=NC2C#N)C3=NC(=NO3)C=4C=CC=C(F)C4,,,,3
Z1404481493,C27H24N6O,448.519,CC1CN(CCN1C(=O)C=2C=C(N=C3C=CC=CC23)C=4C=CC(C)=CC4)C=5N=CC=NC5C#N,,,,3
Z1537960760,C24H26N4O4,434.487,O=C(NC=1C=CC=C(CNC(=O)N2CCOC(C2)C=3C=CC=C(C#N)C3)C1)C4CCCO4,,,,3
Z1540551826,C22H23N7O2,417.463,O=C(C1CCN(CC1)C=2C=CC3=NN=CN3N2)N4CCOC(C4)C=5C=CC=C(C#N)C5,,,,3
Z1576595999,C19H19F3N8O,432.402,CC1=C(C)C2=NN=C(N2N=C1N3CCN(CC3)C=4OC(=NC4C#N)C5CC5)C(F)(F)F,,,,3
Z1637988497,C23H19FN8O,442.448,FC=1C=CC=C(C1C#N)N2C=CC(NC(=O)N3CCCC3C4=NC(=NN4)C=5C=CC=CC5)=N2,,,,3
Z1680310725,C24H18FN5O2,427.430,FC=1C=CC(=CC1)C=2ON=C3C=CC(=CC23)C(=O)N4CCN(CC4)C=5C=CC=C(C#N)N5,,,,3
Z1716319391,C22H17FN6,384.408,FC=1C=CC(=CC1)C2=NN=C3CCC(CN23)NC=4C=C(C#N)C=5C=CC=CC5N4,,,,3
Z1798292163,C18H17F3N2O4,382.333,FC(F)(F)C1C(C2CCC1O2)C(=O)OCC(=O)NCC=3C=CC=C(C#N)C3,,,,3
Z1902894851,C21H20N6O,372.423,CC1=NC(=NN1)C=2C=CC(C)=C(NC(=O)NC3CCC=4C=C(C#N)C=CC34)C2,,,,3
Z2138227133,C24H20N4O4,428.44,O=C(N1CC(CC2COCC(=O)N2)C=3C=CC=CC13)C4=CC(=NO4)C=5C=CC=C(C#N)C5,,,,3
Z2218664278,C28H27N5O4,497.545,CCN1N=CC=2C(=CC(=NC12)C=3C=CC=CC3)C(=O)N4CC(OC=5C=CC=CC45)C(=O)N6CCOCC6,,,,3
Z2767744705,C22H24N4O3,392.450,CC1=CC(NC=2C=CC=3CCCCC3C2)=C(C(=O)N4CCOC(C4)C#N)C(=O)N1,,,,3
Z2902414483,C25H20N8O3,480.478,CC1=C(NC(=O)CC2=NOC(=N2)C=3C=CN(N3)C=4C=CC=C(C#N)C4)C(=O)N(C=5C=CC=CC5)N1C,,,,3
Z433726320,C25H24N6O2,440.497,CC=1C=CC(=CC1NC(=O)N2CCN(CC2)C=3C=C(C#N)C=CN3)C(=O)NC=4C=CC=CC4,,,,3
Z637352244,C27H20N6O2S,492.551,O=C(C(C#N)C1=NC=2SC=3CCCCC3C2C(=O)N1)C=4N=C(C=5C=CC=CC5)N(N4)C=6C=CC=CC6,22,uM,nonspecific,3
Z637352642,C25H19N3O4S,457.501,CC(=O)C=1C=CC(=CC1)C2=CC=C(O2)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,223,uM,,3
Z637355090,C25H23ClN4O3S,494.99,ClC=1C=CC(=CC1)C(=O)N2CCCC(C2)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,3
Z637355598,C24H19N5O3S,457.50,O=C(C(C#N)C1=NC=2SC=3CCCCC3C2C(=O)N1)C=4C=CC=5C(=O)N6CCCC6=NC5C4,,,,3
Z637358792,C26H26N4O3S,474.574,CC=1C=CC(=CC1)C(=O)N2CCCC(C2)C(=O)C(C#N)C3=NC=4SC=5CCCCC5C4C(=O)N3,,,,3
Z638443546,C26H23FN8O,482.512,NC=1N=C(NC=2C=CC=CC2)N=C(N1)C(C#N)C(=O)C=3N=C(C=4C=CC(F)=CC4)N5CCCCCC35,,,,3
Z972597280,C27H27FN6O2,486.540,FC=1C=CC=CC1NC(=O)N2CCCC(C2)C(=O)N3CCN(CC3)C=4C(C#N)=CN=C5C=CC=CC45,,,,3
ZINC000023983254,C22H18FN7O3,447.421,COC1=CC=2C(C#N)=C(N=C3NC4(NC(=N1)C32)C(=O)NC=5C=CC(F)=CC54)N6CCOCC6,,,,3
ZINC000026962587,C28H24N4O3,464.515,CC1CC=2C=C(C=C(C)C2O1)C3=NN(C=C3C=C4C(=C(C#N)C(=O)N(C)C4=O)C)C=5C=CC=CC5,,,,3
ZINC000033530482,C27H27N5O3,469.534,O=C(NC=1C=CC(=CC1)N2CCOCC2)C(=CC=3C=C4C=CC=CC4=NC3N5CCOCC5)C#N,,,,3
ZINC000040111116,C21H21N5O4,407.422,CC=1NC(=O)C(C#N)=C(C)C1CCC(=O)NC=2C=CC=C(C2)C3(C)NC(=O)NC3=O,,,,3
Z1000939356,C26H23N5O4,469.49,CC1=NOC=2N=C(C=C(C(=O)NCC=3C=CC=C(C3)C4(C)NC(=O)NC4=O)C12)C=5C=CC(C)=CC5,,,,4
Z1000940198,C25H23N5O5,473.48,CC1=CC(=C(C)O1)C=2C=C(C(=O)NCC=3C=CC=C(C3)C4(C)NC(=O)NC4=O)C=5C(C)=NOC5N2,,,,4
Z1000940282,C25H20FN5O4,473.45,CC1=NOC=2N=C(C=C(C(=O)NCC=3C=CC=C(C3)C4(C)NC(=O)NC4=O)C12)C=5C=CC(F)=CC5,,,,4
